,Company,Review_score,Date_review,Job,Recommandation,Approb CEO,Perspective,Pros,Cons
114,Capgemini,"2,0",15 janv. 2024,Consultante Junior,None,None,None,Certificats Tickets restaurant 1/2 titre de transport,Pas d’accompagnement Orienté profit Beaucoup de responsabilités par rapport au salaire Pas d’augmentation ni d’alignement de salaire + une vraie gab de salaire entre les employés
115,Capgemini,"3,0",11 janv. 2024,Consultant analyste infrastructure,bad,good,bad,100% télétravail si on le souhaite,"On ne voit jamais ses collègues, pas de dynamique de groupe, perspective d’évolution quasi nul, management catastrophique, vieux, puérils.."
116,EY,"5,0",31 déc. 2023,Auditeur Financier - Junior,good,neutral,good,"Grande acquisition de compétences, Découverte de plusieurs variétés de business, Liberté et autonomie dans le travail, Ambiance de travail, Equipes jeunes.","Horaires soutenus, Grosse charge de travail."
117,EY,"5,0",21 août 2023,Consultant Data Scientist Junior,None,None,None,"- Très bon salaire pour 0-1 an d'expérience. - MacBook Air par défaut, MacBook Pro customisé dernière génération par demande. - Téléphone professionnel (Samsung A52, pas ouf). - Télétravail 100%. - Mutuelle AON. - CSE après 6 mois d'ancienneté, et GymLib après 1 mois. - Espace bureau magnifique. - Tickets restau ou cantine (pas les deux). - Ecran et chaise de bureau livrés à domicile pour TT.","- En tant que consultant, la culture est différente, des fois il faut gonfler les propositions commerciales et les CVs pour attirer les clients. Tous les employés se comportent comme des experts dans un domaine super technique alors qu'on réalité ils ne savent rien faire. - Les missions ne sont pas challenging (mais cela dépend de votre background technique), simple à coder et à déployer. - Pour les gens de finance, comptabilité et audit, il faut charbonner jour et nuit, un conflit entre la vie pro et perso. - Les recrutements sont biaisés : si vous avez un très bon diplôme solide d'une école d'ingénieur ou université, vous ne serez pas recruter, par contre, si vous sortez d'une école de commerce connue et que vous savez comment parler voire mentir, emploi garanti. Malheureusement les RHs/Managers dans ce genre d'entreprise ne savent pas comment gérer les vrais profils techniques, les génies de la technologie."
118,EY,"2,0",4 janv. 2024,Junior Consultant FSO,bad,neutral,neutral,"On dispose d'un bon salaire honnêtement, départ à 40k €","Une grosse structure qui n'a strictement rien à faire de vous, c'est de la production pure qui parfois frôle la bêtise lorsque l'on a peu travail (on doit montrer que l'on bosse même lorsqu'il n'y a pas de boulot) et des personnes mettent 4 heures à faire un travail de 1 à 2 heures. Il y a de la procrastination hypocrite. Le cadre de travail n'est en rien enrichissant, mais les opportunités sont là ..."
119,EY,"4,0",8 janv. 2024,Consultant Sénior,good,good,good,"Démarrer junior permet d'acquerir une solide formation méthodologique quel que soit le service, des hard et soft skills, et permet une progression rapide annuelle, d'un point de vu du grade, et du salaire en fonction des performances","Systeme d'évaluation et de ""mise en concurrence"" au sein d'un meme grade, qui peut déplaire à certain. Auquel cas ne pas se tourner vers ce type de société, ça fait partie du jeu."
120,EY,"3,0",26 déc. 2023,Senior Consultant GRC,good,None,neutral,"Cette expérience m'a permi de découvrir le monde des Big Fours et leur fonctionnement. J'ai pu effectuer différentes missions sur différentes thématiques et avoir accès à de nombreuses connaissances. De plus, cela m'a permi de travailler la partie relation commerciale et recrutement.","J'ai été très peu accompagné durant ces deux années avec des formations en lignes, des feedbacks limités et une priorité mise continuellement sur le businness au détriment de ma vie personnelle par moments. De plus, les équipes sont très séparées et travaillent rarement ensemble."
121,EY,"5,0",31 déc. 2023,Auditeur Financier - Junior,good,neutral,good,"Grande acquisition de compétences, Découverte de plusieurs variétés de business, Liberté et autonomie dans le travail, Ambiance de travail, Equipes jeunes.","Horaires soutenus, Grosse charge de travail."
122,EY,"5,0",21 août 2023,Consultant Data Scientist Junior,None,None,None,"- Très bon salaire pour 0-1 an d'expérience. - MacBook Air par défaut, MacBook Pro customisé dernière génération par demande. - Téléphone professionnel (Samsung A52, pas ouf). - Télétravail 100%. - Mutuelle AON. - CSE après 6 mois d'ancienneté, et GymLib après 1 mois. - Espace bureau magnifique. - Tickets restau ou cantine (pas les deux). - Ecran et chaise de bureau livrés à domicile pour TT.","- En tant que consultant, la culture est différente, des fois il faut gonfler les propositions commerciales et les CVs pour attirer les clients. Tous les employés se comportent comme des experts dans un domaine super technique alors qu'on réalité ils ne savent rien faire. - Les missions ne sont pas challenging (mais cela dépend de votre background technique), simple à coder et à déployer. - Pour les gens de finance, comptabilité et audit, il faut charbonner jour et nuit, un conflit entre la vie pro et perso. - Les recrutements sont biaisés : si vous avez un très bon diplôme solide d'une école d'ingénieur ou université, vous ne serez pas recruter, par contre, si vous sortez d'une école de commerce connue et que vous savez comment parler voire mentir, emploi garanti. Malheureusement les RHs/Managers dans ce genre d'entreprise ne savent pas comment gérer les vrais profils techniques, les génies de la technologie."
123,EY,"2,0",4 janv. 2024,Junior Consultant FSO,bad,neutral,neutral,"On dispose d'un bon salaire honnêtement, départ à 40k €","Une grosse structure qui n'a strictement rien à faire de vous, c'est de la production pure qui parfois frôle la bêtise lorsque l'on a peu travail (on doit montrer que l'on bosse même lorsqu'il n'y a pas de boulot) et des personnes mettent 4 heures à faire un travail de 1 à 2 heures. Il y a de la procrastination hypocrite. Le cadre de travail n'est en rien enrichissant, mais les opportunités sont là ..."
124,EY,"4,0",8 janv. 2024,Consultant Sénior,good,good,good,"Démarrer junior permet d'acquerir une solide formation méthodologique quel que soit le service, des hard et soft skills, et permet une progression rapide annuelle, d'un point de vu du grade, et du salaire en fonction des performances","Systeme d'évaluation et de ""mise en concurrence"" au sein d'un meme grade, qui peut déplaire à certain. Auquel cas ne pas se tourner vers ce type de société, ça fait partie du jeu."
125,EY,"3,0",26 déc. 2023,Senior Consultant GRC,good,None,neutral,"Cette expérience m'a permi de découvrir le monde des Big Fours et leur fonctionnement. J'ai pu effectuer différentes missions sur différentes thématiques et avoir accès à de nombreuses connaissances. De plus, cela m'a permi de travailler la partie relation commerciale et recrutement.","J'ai été très peu accompagné durant ces deux années avec des formations en lignes, des feedbacks limités et une priorité mise continuellement sur le businness au détriment de ma vie personnelle par moments. De plus, les équipes sont très séparées et travaillent rarement ensemble."
126,EY,"5,0",31 déc. 2023,Auditeur Financier - Junior,good,neutral,good,"Grande acquisition de compétences, Découverte de plusieurs variétés de business, Liberté et autonomie dans le travail, Ambiance de travail, Equipes jeunes.","Horaires soutenus, Grosse charge de travail."
127,EY,"5,0",21 août 2023,Consultant Data Scientist Junior,None,None,None,"- Très bon salaire pour 0-1 an d'expérience. - MacBook Air par défaut, MacBook Pro customisé dernière génération par demande. - Téléphone professionnel (Samsung A52, pas ouf). - Télétravail 100%. - Mutuelle AON. - CSE après 6 mois d'ancienneté, et GymLib après 1 mois. - Espace bureau magnifique. - Tickets restau ou cantine (pas les deux). - Ecran et chaise de bureau livrés à domicile pour TT.","- En tant que consultant, la culture est différente, des fois il faut gonfler les propositions commerciales et les CVs pour attirer les clients. Tous les employés se comportent comme des experts dans un domaine super technique alors qu'on réalité ils ne savent rien faire. - Les missions ne sont pas challenging (mais cela dépend de votre background technique), simple à coder et à déployer. - Pour les gens de finance, comptabilité et audit, il faut charbonner jour et nuit, un conflit entre la vie pro et perso. - Les recrutements sont biaisés : si vous avez un très bon diplôme solide d'une école d'ingénieur ou université, vous ne serez pas recruter, par contre, si vous sortez d'une école de commerce connue et que vous savez comment parler voire mentir, emploi garanti. Malheureusement les RHs/Managers dans ce genre d'entreprise ne savent pas comment gérer les vrais profils techniques, les génies de la technologie."
128,EY,"2,0",4 janv. 2024,Junior Consultant FSO,bad,neutral,neutral,"On dispose d'un bon salaire honnêtement, départ à 40k €","Une grosse structure qui n'a strictement rien à faire de vous, c'est de la production pure qui parfois frôle la bêtise lorsque l'on a peu travail (on doit montrer que l'on bosse même lorsqu'il n'y a pas de boulot) et des personnes mettent 4 heures à faire un travail de 1 à 2 heures. Il y a de la procrastination hypocrite. Le cadre de travail n'est en rien enrichissant, mais les opportunités sont là ..."
129,EY,"4,0",8 janv. 2024,Consultant Sénior,good,good,good,"Démarrer junior permet d'acquerir une solide formation méthodologique quel que soit le service, des hard et soft skills, et permet une progression rapide annuelle, d'un point de vu du grade, et du salaire en fonction des performances","Systeme d'évaluation et de ""mise en concurrence"" au sein d'un meme grade, qui peut déplaire à certain. Auquel cas ne pas se tourner vers ce type de société, ça fait partie du jeu."
130,EY,"3,0",26 déc. 2023,Senior Consultant GRC,good,None,neutral,"Cette expérience m'a permi de découvrir le monde des Big Fours et leur fonctionnement. J'ai pu effectuer différentes missions sur différentes thématiques et avoir accès à de nombreuses connaissances. De plus, cela m'a permi de travailler la partie relation commerciale et recrutement.","J'ai été très peu accompagné durant ces deux années avec des formations en lignes, des feedbacks limités et une priorité mise continuellement sur le businness au détriment de ma vie personnelle par moments. De plus, les équipes sont très séparées et travaillent rarement ensemble."
131,EY,"5,0",31 déc. 2023,Auditeur Financier - Junior,good,neutral,good,"Grande acquisition de compétences, Découverte de plusieurs variétés de business, Liberté et autonomie dans le travail, Ambiance de travail, Equipes jeunes.","Horaires soutenus, Grosse charge de travail."
132,EY,"5,0",21 août 2023,Consultant Data Scientist Junior,None,None,None,"- Très bon salaire pour 0-1 an d'expérience. - MacBook Air par défaut, MacBook Pro customisé dernière génération par demande. - Téléphone professionnel (Samsung A52, pas ouf). - Télétravail 100%. - Mutuelle AON. - CSE après 6 mois d'ancienneté, et GymLib après 1 mois. - Espace bureau magnifique. - Tickets restau ou cantine (pas les deux). - Ecran et chaise de bureau livrés à domicile pour TT.","- En tant que consultant, la culture est différente, des fois il faut gonfler les propositions commerciales et les CVs pour attirer les clients. Tous les employés se comportent comme des experts dans un domaine super technique alors qu'on réalité ils ne savent rien faire. - Les missions ne sont pas challenging (mais cela dépend de votre background technique), simple à coder et à déployer. - Pour les gens de finance, comptabilité et audit, il faut charbonner jour et nuit, un conflit entre la vie pro et perso. - Les recrutements sont biaisés : si vous avez un très bon diplôme solide d'une école d'ingénieur ou université, vous ne serez pas recruter, par contre, si vous sortez d'une école de commerce connue et que vous savez comment parler voire mentir, emploi garanti. Malheureusement les RHs/Managers dans ce genre d'entreprise ne savent pas comment gérer les vrais profils techniques, les génies de la technologie."
133,EY,"2,0",4 janv. 2024,Junior Consultant FSO,bad,neutral,neutral,"On dispose d'un bon salaire honnêtement, départ à 40k €","Une grosse structure qui n'a strictement rien à faire de vous, c'est de la production pure qui parfois frôle la bêtise lorsque l'on a peu travail (on doit montrer que l'on bosse même lorsqu'il n'y a pas de boulot) et des personnes mettent 4 heures à faire un travail de 1 à 2 heures. Il y a de la procrastination hypocrite. Le cadre de travail n'est en rien enrichissant, mais les opportunités sont là ..."
134,EY,"4,0",8 janv. 2024,Consultant Sénior,good,good,good,"Démarrer junior permet d'acquerir une solide formation méthodologique quel que soit le service, des hard et soft skills, et permet une progression rapide annuelle, d'un point de vu du grade, et du salaire en fonction des performances","Systeme d'évaluation et de ""mise en concurrence"" au sein d'un meme grade, qui peut déplaire à certain. Auquel cas ne pas se tourner vers ce type de société, ça fait partie du jeu."
135,EY,"3,0",26 déc. 2023,Senior Consultant GRC,good,None,neutral,"Cette expérience m'a permi de découvrir le monde des Big Fours et leur fonctionnement. J'ai pu effectuer différentes missions sur différentes thématiques et avoir accès à de nombreuses connaissances. De plus, cela m'a permi de travailler la partie relation commerciale et recrutement.","J'ai été très peu accompagné durant ces deux années avec des formations en lignes, des feedbacks limités et une priorité mise continuellement sur le businness au détriment de ma vie personnelle par moments. De plus, les équipes sont très séparées et travaillent rarement ensemble."
136,PwC,"2,0",5 janv. 2024,Consultant finance,bad,neutral,neutral,Les missions diverses et variées. Environnement de travail formateur. Beaucoup de choses à faire et apprendre si vous avez envie.,"Les missions, il faut faire attention au sur-staffing. Il faut bien choisir ton manager car ce sera lui qui vont vous aider pour obtenir les missions qui vous intéressent. Sinon, vous aurez des missions que personne n'a envie de le faire mais que vous êtes en disponibilité, vous êtes obligés de l'accepter. Ambiance copinage, et très politique. Une entreprise ou tout est payant. Pas de cafe gratuit ni thé, pas de microondes pour les collaborateurs qui ne souhaitent pas manger à la cantine. Mobilité interne ou mobilité internationale difficile à obtenir malgré leur beau discours."
137,PwC,"4,0",9 janv. 2024,Audit Interne,good,good,good,"Vie d’entreprise dynamique, locaux très chaleureux, cohésion et travail d’equipe, beaucoup d’autonomie en tant que junior, évolution claire et facilement atteignable, beaucoup de déplacements, possibilité de fast track","Peu de place à la créativité (rigueur absolue) et à l’élargissement du périmètre d’actions, équilibre vie pro-perso difficile à atteindre, peu de remise en question du management"
138,PwC,"4,0",6 déc. 2023,Consultant Sénior,good,None,None,"-Une culture bienveillante, mais néanmoins exigeante, qui met tout de suite en responsabilité et permet de progresser rapidement -Un management inspirant et bienveillant dans les équipes dont j'ai été membre -De très gros projets et de belles opportunités de carrière -Une capacité à changer d'expertise et d'industrie, voire de métiers, tout en restant au sein du cabinet","-Un équilibre vie pro/vie perso que j'estime ne pas être au rendez-vous. Mais je pense que ce défaut se retrouve dans tous les Big 4, même si je n'ai travaillé que pour PwC. => Lorsque vous êtes facturés plusieurs centaines d'euros la journée (voire + de 1000 euros à partir du grade de manager) vous êtes parfois corvéable à merci..."
139,PwC,"4,0",10 janv. 2024,Accounting,good,good,neutral,Politique de télétravail ainsi qu'un travail de proximité avec les collègues. Bonne gestion des effectifs malgré le turnover.,Longue journée lors des reportings
140,PwC,"5,0",7 janv. 2024,fiscaliste,good,None,neutral,"Equipe adaptable, accueillante et cadre de travail très agréable","Travail le soir, les week-ends, les jours fériés pour un salaire qui ne reflète pas cet investissement. Salaire assez voire très bas pour la charge de travail demandée."
141,PwC,"5,0",2 janv. 2024,Consultant Manager,good,None,good,- Ouverture d'esprit - Salaire/ prime négociable - Des beaux projets,- Bien choisir ses équipes et ses projets (attention au sur-staffing) - Assez politique (des promotions illégitimes parfois) - Un niveau de reconnaissance hétérogène selon les collaborateurs
142,PwC,"2,0",5 janv. 2024,Consultant finance,bad,neutral,neutral,Les missions diverses et variées. Environnement de travail formateur. Beaucoup de choses à faire et apprendre si vous avez envie.,"Les missions, il faut faire attention au sur-staffing. Il faut bien choisir ton manager car ce sera lui qui vont vous aider pour obtenir les missions qui vous intéressent. Sinon, vous aurez des missions que personne n'a envie de le faire mais que vous êtes en disponibilité, vous êtes obligés de l'accepter. Ambiance copinage, et très politique. Une entreprise ou tout est payant. Pas de cafe gratuit ni thé, pas de microondes pour les collaborateurs qui ne souhaitent pas manger à la cantine. Mobilité interne ou mobilité internationale difficile à obtenir malgré leur beau discours."
143,PwC,"4,0",9 janv. 2024,Audit Interne,good,good,good,"Vie d’entreprise dynamique, locaux très chaleureux, cohésion et travail d’equipe, beaucoup d’autonomie en tant que junior, évolution claire et facilement atteignable, beaucoup de déplacements, possibilité de fast track","Peu de place à la créativité (rigueur absolue) et à l’élargissement du périmètre d’actions, équilibre vie pro-perso difficile à atteindre, peu de remise en question du management"
144,PwC,"4,0",6 déc. 2023,Consultant Sénior,good,None,None,"-Une culture bienveillante, mais néanmoins exigeante, qui met tout de suite en responsabilité et permet de progresser rapidement -Un management inspirant et bienveillant dans les équipes dont j'ai été membre -De très gros projets et de belles opportunités de carrière -Une capacité à changer d'expertise et d'industrie, voire de métiers, tout en restant au sein du cabinet","-Un équilibre vie pro/vie perso que j'estime ne pas être au rendez-vous. Mais je pense que ce défaut se retrouve dans tous les Big 4, même si je n'ai travaillé que pour PwC. => Lorsque vous êtes facturés plusieurs centaines d'euros la journée (voire + de 1000 euros à partir du grade de manager) vous êtes parfois corvéable à merci..."
145,PwC,"5,0",7 janv. 2024,fiscaliste,good,None,neutral,"Equipe adaptable, accueillante et cadre de travail très agréable","Travail le soir, les week-ends, les jours fériés pour un salaire qui ne reflète pas cet investissement. Salaire assez voire très bas pour la charge de travail demandée."
146,PwC,"4,0",10 janv. 2024,Accounting,good,good,neutral,Politique de télétravail ainsi qu'un travail de proximité avec les collègues. Bonne gestion des effectifs malgré le turnover.,Longue journée lors des reportings
147,PwC,"5,0",2 janv. 2024,Consultant Manager,good,None,good,- Ouverture d'esprit - Salaire/ prime négociable - Des beaux projets,- Bien choisir ses équipes et ses projets (attention au sur-staffing) - Assez politique (des promotions illégitimes parfois) - Un niveau de reconnaissance hétérogène selon les collaborateurs
148,PwC,"2,0",5 janv. 2024,Consultant finance,bad,neutral,neutral,Les missions diverses et variées. Environnement de travail formateur. Beaucoup de choses à faire et apprendre si vous avez envie.,"Les missions, il faut faire attention au sur-staffing. Il faut bien choisir ton manager car ce sera lui qui vont vous aider pour obtenir les missions qui vous intéressent. Sinon, vous aurez des missions que personne n'a envie de le faire mais que vous êtes en disponibilité, vous êtes obligés de l'accepter. Ambiance copinage, et très politique. Une entreprise ou tout est payant. Pas de cafe gratuit ni thé, pas de microondes pour les collaborateurs qui ne souhaitent pas manger à la cantine. Mobilité interne ou mobilité internationale difficile à obtenir malgré leur beau discours."
149,PwC,"4,0",9 janv. 2024,Audit Interne,good,good,good,"Vie d’entreprise dynamique, locaux très chaleureux, cohésion et travail d’equipe, beaucoup d’autonomie en tant que junior, évolution claire et facilement atteignable, beaucoup de déplacements, possibilité de fast track","Peu de place à la créativité (rigueur absolue) et à l’élargissement du périmètre d’actions, équilibre vie pro-perso difficile à atteindre, peu de remise en question du management"
150,PwC,"4,0",6 déc. 2023,Consultant Sénior,good,None,None,"-Une culture bienveillante, mais néanmoins exigeante, qui met tout de suite en responsabilité et permet de progresser rapidement -Un management inspirant et bienveillant dans les équipes dont j'ai été membre -De très gros projets et de belles opportunités de carrière -Une capacité à changer d'expertise et d'industrie, voire de métiers, tout en restant au sein du cabinet","-Un équilibre vie pro/vie perso que j'estime ne pas être au rendez-vous. Mais je pense que ce défaut se retrouve dans tous les Big 4, même si je n'ai travaillé que pour PwC. => Lorsque vous êtes facturés plusieurs centaines d'euros la journée (voire + de 1000 euros à partir du grade de manager) vous êtes parfois corvéable à merci..."
151,PwC,"4,0",10 janv. 2024,Accounting,good,good,neutral,Politique de télétravail ainsi qu'un travail de proximité avec les collègues. Bonne gestion des effectifs malgré le turnover.,Longue journée lors des reportings
152,PwC,"5,0",7 janv. 2024,fiscaliste,good,None,neutral,"Equipe adaptable, accueillante et cadre de travail très agréable","Travail le soir, les week-ends, les jours fériés pour un salaire qui ne reflète pas cet investissement. Salaire assez voire très bas pour la charge de travail demandée."
153,PwC,"5,0",2 janv. 2024,Consultant Manager,good,None,good,- Ouverture d'esprit - Salaire/ prime négociable - Des beaux projets,- Bien choisir ses équipes et ses projets (attention au sur-staffing) - Assez politique (des promotions illégitimes parfois) - Un niveau de reconnaissance hétérogène selon les collaborateurs
154,PwC,"2,0",5 janv. 2024,Consultant finance,bad,neutral,neutral,Les missions diverses et variées. Environnement de travail formateur. Beaucoup de choses à faire et apprendre si vous avez envie.,"Les missions, il faut faire attention au sur-staffing. Il faut bien choisir ton manager car ce sera lui qui vont vous aider pour obtenir les missions qui vous intéressent. Sinon, vous aurez des missions que personne n'a envie de le faire mais que vous êtes en disponibilité, vous êtes obligés de l'accepter. Ambiance copinage, et très politique. Une entreprise ou tout est payant. Pas de cafe gratuit ni thé, pas de microondes pour les collaborateurs qui ne souhaitent pas manger à la cantine. Mobilité interne ou mobilité internationale difficile à obtenir malgré leur beau discours."
155,PwC,"4,0",9 janv. 2024,Audit Interne,good,good,good,"Vie d’entreprise dynamique, locaux très chaleureux, cohésion et travail d’equipe, beaucoup d’autonomie en tant que junior, évolution claire et facilement atteignable, beaucoup de déplacements, possibilité de fast track","Peu de place à la créativité (rigueur absolue) et à l’élargissement du périmètre d’actions, équilibre vie pro-perso difficile à atteindre, peu de remise en question du management"
156,PwC,"4,0",6 déc. 2023,Consultant Sénior,good,None,None,"-Une culture bienveillante, mais néanmoins exigeante, qui met tout de suite en responsabilité et permet de progresser rapidement -Un management inspirant et bienveillant dans les équipes dont j'ai été membre -De très gros projets et de belles opportunités de carrière -Une capacité à changer d'expertise et d'industrie, voire de métiers, tout en restant au sein du cabinet","-Un équilibre vie pro/vie perso que j'estime ne pas être au rendez-vous. Mais je pense que ce défaut se retrouve dans tous les Big 4, même si je n'ai travaillé que pour PwC. => Lorsque vous êtes facturés plusieurs centaines d'euros la journée (voire + de 1000 euros à partir du grade de manager) vous êtes parfois corvéable à merci..."
157,PwC,"5,0",7 janv. 2024,fiscaliste,good,None,neutral,"Equipe adaptable, accueillante et cadre de travail très agréable","Travail le soir, les week-ends, les jours fériés pour un salaire qui ne reflète pas cet investissement. Salaire assez voire très bas pour la charge de travail demandée."
158,PwC,"4,0",10 janv. 2024,Accounting,good,good,neutral,Politique de télétravail ainsi qu'un travail de proximité avec les collègues. Bonne gestion des effectifs malgré le turnover.,Longue journée lors des reportings
159,PwC,"5,0",2 janv. 2024,Consultant Manager,good,None,good,- Ouverture d'esprit - Salaire/ prime négociable - Des beaux projets,- Bien choisir ses équipes et ses projets (attention au sur-staffing) - Assez politique (des promotions illégitimes parfois) - Un niveau de reconnaissance hétérogène selon les collaborateurs
160,KPMG,"5,0",9 janv. 2024,"Consultant, ESG Advisory",None,None,None,"Equipes sympathiques, réalistes tout en étant réellement engagées.","Prise en compte de l'équilibre vie pro / vie perso par les équipes dirigeantes, cependant il s'agit d'un métier qui demande un investissement conséquent pouvant chambouler cet équilibre en cas de mauvaise organisation de son propre temps. Cela est lié à la demande grandissante concernant les sujets ESG."
161,KPMG,"3,0",15 janv. 2024,Ingénieur Commercial,good,neutral,good,"Grande flexibilite, grand groupe avec des avantages CE","Pas de cadre, des managers auditeurs ou comptables qui ne parle pas la langue « business »"
162,KPMG,"4,0",10 janv. 2024,Auditeur Junior,None,None,None,"Moyenne d’âge basse, bonne ambiance malgré la pression, cohésion de promo, suite de l’école avec une bonne formation, management bienveillant, possibilité d’évolution en interne et en externe",Salaire bas selon la grille école Pression durant la saison Devoir être adaptable
163,KPMG,"5,0",7 janv. 2024,Auditeur Financier - Junior,good,None,good,"Salaires avantageux, tickets restaurants et autres... Les avantages financiers sont nombreux, mais ne sont pas les seules sources de motivations de par une ambiance de promo et une entraide quotidienne entre les collaborateurs.",Charges de travaille très importantes sur une certaine période de l'année
164,KPMG,"2,0",19 déc. 2023,MANAGER AUDIT,bad,bad,bad,"Métier intéressant, permettant de découvrir de nombreux secteurs d'activité, les différentes acteurs de la vie d'une entreprise. Comme il est très exigeant, il apprend à être rigoureux et efficace. C'est un bon début de carrière, pour ceux qui sont prêt à en payer le prix, mais je ne conseillerai pas aux jeunes diplômés d'y rester plus de 4-6 ans max. On travaille avec des équipes assez jeune, généralement de bon voire très bon niveau.","Formation exigeante et généralement, ""à la dure"". Il faut être sacrément tenace (voire coriace) et organisé pour supporter les contraintes du métier dans les grands cabinets. Les audits sont réalisés très souvent en sous-effectif, du fait de difficultés récurrente des cabinets d'audit (depuis plusieurs années) à recruter du personnel qualifié qui accepte les contraintes inhérentes au métier d'auditeur. Le turn-over est donc important (et les burn-out pas si rares). Le logiciel utilisés pour ""monter"" le dossier d'audit est identique pour tous les pays dans lesquels le cabinet est implanté, donc souvent imparfaitement adapté au respect de la réglementation française, pourtant nécessaire. Le travail d'auditeur nécessite une importante implication et génère une forte pression, qui souvent ne permet pas de conserver un bon équilibre entre vie pro & vie perso. Le travail des membres de l'équipe est souvent mal reconnu et peu valorisé par les supérieurs hiérarchiques : ne vous attendez pas à être félicités par les associés pour lesquels vous avez travaillés, cela n'arrivera pas, ou très rarement, presque par hasard, et même si vous avez énormément donné du vôtre et que vous avez atteint tous vos objectifs. Reconnaitre l'investissement et le travail des équipes ne fait pas vraiment partie de la culture de ce métier, qui a gardé un côté ""marche ou crève"". Les promotions et bonus annuels ne sont d'ailleurs que partiellement lié à vos mérites, vos résultats et à votre engagement, ils dépendent plus de votre réseau interne et des dossiers clients sur lesquels vous avez travaillés. Les associés étant souvent assez déconnectés de la réalité du terrain, ils pourront d'ailleurs difficilement juger complètement de votre travail. Une certaine abnégation est donc utile pour survivre dans le milieu. Les grilles de salaires, autrefois intéressantes, ont été mal réévaluées depuis de nombreuses années. Maintenant, un auditeur gagne presqu'autant qu'un contrôleur de gestion, pour un quantité de travail et une pression bien plus importante."
165,KPMG,"2,0",28 nov. 2023,Analyste Transaction Services,bad,neutral,bad,Diversité des missions dans de nombreux secteurs et à l'international Afterwork et offsight Equipe jeune,"Horaires à rallonge, pas d'équilibre vie pro vie perso. Avoir sa soirée signifie finir à 21h. S'attendre à bosser le week-end et les jours fériés. Il n'est pas rare de finir à 3h du mat' sur une mission, c'est même plutôt la norme en fin de mission. Management par la terreur où on cherche à exploiter le plus possible les personnes plutôt que de les faire grandir. Pendant mes 2 ans chez KPMG, 2 personnes étaient en arrêt pour burn out sur une équipe de 20 personnes ..."
166,KPMG,"5,0",9 janv. 2024,"Consultant, ESG Advisory",None,None,None,"Equipes sympathiques, réalistes tout en étant réellement engagées.","Prise en compte de l'équilibre vie pro / vie perso par les équipes dirigeantes, cependant il s'agit d'un métier qui demande un investissement conséquent pouvant chambouler cet équilibre en cas de mauvaise organisation de son propre temps. Cela est lié à la demande grandissante concernant les sujets ESG."
167,KPMG,"3,0",15 janv. 2024,Ingénieur Commercial,good,neutral,good,"Grande flexibilite, grand groupe avec des avantages CE","Pas de cadre, des managers auditeurs ou comptables qui ne parle pas la langue « business »"
168,KPMG,"4,0",10 janv. 2024,Auditeur Junior,None,None,None,"Moyenne d’âge basse, bonne ambiance malgré la pression, cohésion de promo, suite de l’école avec une bonne formation, management bienveillant, possibilité d’évolution en interne et en externe",Salaire bas selon la grille école Pression durant la saison Devoir être adaptable
169,KPMG,"5,0",7 janv. 2024,Auditeur Financier - Junior,good,None,good,"Salaires avantageux, tickets restaurants et autres... Les avantages financiers sont nombreux, mais ne sont pas les seules sources de motivations de par une ambiance de promo et une entraide quotidienne entre les collaborateurs.",Charges de travaille très importantes sur une certaine période de l'année
170,KPMG,"2,0",19 déc. 2023,MANAGER AUDIT,bad,bad,bad,"Métier intéressant, permettant de découvrir de nombreux secteurs d'activité, les différentes acteurs de la vie d'une entreprise. Comme il est très exigeant, il apprend à être rigoureux et efficace. C'est un bon début de carrière, pour ceux qui sont prêt à en payer le prix, mais je ne conseillerai pas aux jeunes diplômés d'y rester plus de 4-6 ans max. On travaille avec des équipes assez jeune, généralement de bon voire très bon niveau.","Formation exigeante et généralement, ""à la dure"". Il faut être sacrément tenace (voire coriace) et organisé pour supporter les contraintes du métier dans les grands cabinets. Les audits sont réalisés très souvent en sous-effectif, du fait de difficultés récurrente des cabinets d'audit (depuis plusieurs années) à recruter du personnel qualifié qui accepte les contraintes inhérentes au métier d'auditeur. Le turn-over est donc important (et les burn-out pas si rares). Le logiciel utilisés pour ""monter"" le dossier d'audit est identique pour tous les pays dans lesquels le cabinet est implanté, donc souvent imparfaitement adapté au respect de la réglementation française, pourtant nécessaire. Le travail d'auditeur nécessite une importante implication et génère une forte pression, qui souvent ne permet pas de conserver un bon équilibre entre vie pro & vie perso. Le travail des membres de l'équipe est souvent mal reconnu et peu valorisé par les supérieurs hiérarchiques : ne vous attendez pas à être félicités par les associés pour lesquels vous avez travaillés, cela n'arrivera pas, ou très rarement, presque par hasard, et même si vous avez énormément donné du vôtre et que vous avez atteint tous vos objectifs. Reconnaitre l'investissement et le travail des équipes ne fait pas vraiment partie de la culture de ce métier, qui a gardé un côté ""marche ou crève"". Les promotions et bonus annuels ne sont d'ailleurs que partiellement lié à vos mérites, vos résultats et à votre engagement, ils dépendent plus de votre réseau interne et des dossiers clients sur lesquels vous avez travaillés. Les associés étant souvent assez déconnectés de la réalité du terrain, ils pourront d'ailleurs difficilement juger complètement de votre travail. Une certaine abnégation est donc utile pour survivre dans le milieu. Les grilles de salaires, autrefois intéressantes, ont été mal réévaluées depuis de nombreuses années. Maintenant, un auditeur gagne presqu'autant qu'un contrôleur de gestion, pour un quantité de travail et une pression bien plus importante."
