,Unnamed: 0,Company,Rank,Review_score,Date_review,Job,Recommandation,Approb CEO,Perspective,Pros,Cons
104,104,Société Générale,"3,6","4,0",14 janv. 2024,Analyste Trading,,,,TextToTextResult(text='Large mobility network good school.'),TextToTextResult(text='Salary hours mobility HR site.')
105,105,Société Générale,"3,6","3,0",9 janv. 2024,Banquier privé,bad,neutral,neutral,"TextToTextResult(text='Profit-sharing and participation, rtt (4 weeks).')","TextToTextResult(text='There are difficulties of development when you are attached to the network, permanent difficulties of recruitment, therefore positions in tension, and no HR management.')"
106,106,Société Générale,"3,6","4,0",9 janv. 2024,chef de projets digitaux,,,,"TextToTextResult(text='Fixed salary + bonus + profit-sharing and profit-sharing + childcare costs, vacation and study bonus for children. advantageous mat leave this mutually beneficial mutually beneficial mat leave this mutually beneficial mat leave this mutually beneficial mat leave this mutual')","TextToTextResult(text='Too many internal processes, work under pressure, and not enough teleworking.')"
107,107,Société Générale,"3,6","3,0",14 janv. 2024,consolideur,good,neutral,neutral,TextToTextResult(text='Restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant ticket 13th month mutual restaurant'),TextToTextResult(text='Organizations that are very segmented are very segmented.')
108,108,Société Générale,"3,6","3,0",12 janv. 2024,Chargé d'affaires professionnelles,good,,good,TextToTextResult(text='Restaurant vouchers and working atmosphere.'),TextToTextResult(text='Fairly low salary (correct for the province).')
109,109,Société Générale,"3,6","3,0",9 janv. 2024,Back Office,,,,"TextToTextResult(text='Each Christmas gift, ccues, and ticket prize of 120 euros.')","TextToTextResult(text='The remuneration is too low, and the CGU bonus is ridiculously low.')"
110,110,Microsoft,"4,3","5,0",13 janv. 2024,Sales Solution Specialist,good,good,good,"TextToTextResult(text=""Sales specialist is one of the best jobs at ms france. you're visible enough to get in touch with lt at ms france, with good fixed salary and variable salary."")","TextToTextResult(text='Work life balance can be hard to find, and pressure can be high time to time.')"
111,111,Microsoft,"4,3","2,0",13 déc. 2023,Account Executive,bad,neutral,bad,TextToTextResult(text='A good salary and cse: salary much higher than the French average but normal for the world of technology.'),TextToTextResult(text='Every week during the business review you will be asked why we are behind on the figures (even if management knows very well that the objectives are delusional) and we will put psychological pressure on you so that you feel guilty and leave your')
112,112,Microsoft,"4,3","4,0",14 janv. 2024,CSA Manager,good,good,good,TextToTextResult(text='Great salary and benefits a very enriching and caring culture unless you come across the (rare) bad manager very smart colleagues and good atmosphere a promising future.'),"TextToTextResult(text='It changes all the time, every year or almost, and the expectations in terms of performance are very high, the leadership team in France is no longer what it was, but that will change in a few years.')"
113,113,Microsoft,"4,3","4,0",11 janv. 2024,Senior Business Program Manager,good,good,good,TextToTextResult(text='Remuneration package working environment - rapid resolution of toxic situations access to training and the latest tools possibility of professional development point of innovations.'),"TextToTextResult(text='Complex matrix complexity onboarding almost nonexistent - ""learn through failing"" frequent inadequacies of decisions and values. performance management via stack-ranking.')"
114,114,Microsoft,"4,3","4,0",19 déc. 2023,Software Engineer,,,,"TextToTextResult(text='As an employee, you will have the opportunity to work with talented and passionate professionals, which promotes continuous learning and the development of cutting-edge skills. Additionally, Microsoft values work-life balance, offering benefits such as flexible work hours, generous')","TextToTextResult(text='While working at Microsoft has many benefits, there are also some potential downsides to consider. for example, due to the size and complexity of the business, there can sometimes be slow decision-making processes and some bureaucracy. this can')"
115,115,Microsoft,"4,3","3,0",11 janv. 2024,Customer Success Account Manager,good,neutral,neutral,"TextToTextResult(text='Autonomy, flexibility, continuing education, teamwork, autonomy, flexibility, and teamwork.')","TextToTextResult(text='Too many internal processes, no evolution.')"
116,116,Microsoft,"4,3","3,0",10 janv. 2024,Comptable,good,,good,"TextToTextResult(text='Organization of the working day, tax period bonuses, CSE, managers involved in the organization of the working day.')","TextToTextResult(text='The same as all accounting firms, accounting firms are identical to all accounting firms.')"
117,117,Microsoft,"4,3","4,0",27 déc. 2023,Développeur,,,,"TextToTextResult(text='Good employer, treating its employees fairly.')",TextToTextResult(text='Sometimes there is little visibility on the career plan.')
118,118,Microsoft,"4,3","5,0",18 déc. 2023,Senior Recruiter,good,good,good,"TextToTextResult(text='Collaboration is a top priority. Culture inclusive, collaboration is a top priority.')","TextToTextResult(text='a little disorganized, information difficult to find, and information difficult to find.')"
119,119,Microsoft,"4,3","4,0",4 déc. 2023,Business Analyst,,,,"TextToTextResult(text='Environment and working atmosphere in premises, environment and working environment.')","TextToTextResult(text='Lack of overall agility, siled operation, and lack of overall agility.')"
120,120,CGI,"3,8","5,0",2 janv. 2024,Analyste,good,good,good,"TextToTextResult(text='-recognition, followed by the employee, -internal training -variety of interesting missions / long-term missions -internal event -cgi package -new premises -')",TextToTextResult(text='- feeling of belonging (on customer site 90% of the time)')
121,121,CGI,"3,8","3,0",25 déc. 2023,Manager - Consulting,bad,bad,bad,TextToTextResult(text='Great themes for consulting missions. rather benevolent hierarchy in the luxury pharmaceutical retail sector.'),"TextToTextResult(text=""There is little turnover among directors. some have been there too long and live from inheritance accounts and not hunting. Canadian business model still too focused on body shopping. small increases if you don't change grade. the bonuses are low, it"")"
122,122,CGI,"3,8","3,0",12 janv. 2024,Développeur,good,good,bad,"TextToTextResult(text='This is of course subjective but for me I find that I have been enormously helped by HR, nurses and the company doctor, things that would probably have been very difficult in other companies.')","TextToTextResult(text=""Before arriving at cgi, I was told that it's good to start as a company, just to gain experience and have an income to live on, an esn like cgi will be sufficient,"")"
123,123,CGI,"3,8","5,0",15 janv. 2024,Data Engineer,good,good,good,"TextToTextResult(text='Restaurant ticket, positive atmosphere, no full TT.')","TextToTextResult(text='None to my knowledge, therefore empty.')"
124,124,CGI,"3,8","2,0",19 déc. 2023,Consultant Sénior,bad,neutral,,TextToTextResult(text='Good general level of consultants challenging missions Fairly wide choice of missions annual events.'),"TextToTextResult(text='I had consultants less experienced than me, who were paid more than me in my team a huge workload between mission work and internal work broken promises in terms of remuneration.')"
125,125,CGI,"3,8","4,0",8 janv. 2024,Expert Technique,good,neutral,neutral,TextToTextResult(text='A lot of RTT / paid mutual leave not very expensive mission not very complicated.'),"TextToTextResult(text='Many juniors, few experts, little training, and a somewhat outdated project technologically speaking.')"
126,126,CGI,"3,8","4,0",9 janv. 2024,Product Owner (PO),good,good,good,TextToTextResult(text='100% public transport shareholder plan (100% supplemented) profit-sharing company crèche.'),"TextToTextResult(text='Too many HR protocols, too many HR processes.')"
127,127,CGI,"3,8","5,0",11 janv. 2024,Consultant MOA,good,good,good,TextToTextResult(text='rtt tickets resto tt transport missiom.'),TextToTextResult(text='There are no disadvantages to report.')
128,128,CGI,"3,8","2,0",10 janv. 2024,Analyst Fonctionnel,bad,good,,TextToTextResult(text='100% transportation ticket reimbursement.'),"TextToTextResult(text='Bad management, bad career management.')"
129,129,CGI,"3,8","2,0",8 janv. 2024,Ingénieur d Etudes et Developpement,bad,neutral,bad,"TextToTextResult(text='Restaurant tickets, dining chits, meal tickets telework cse teamwork.')","TextToTextResult(text='The salary is too low compared to the market (other esn) no advancement, no training, no advancement.')"
130,130,L'Oréal,"4,0","5,0",13 janv. 2024,Stagiaire Supply Chain Planning,good,good,good,TextToTextResult(text='Very good working environment.'),TextToTextResult(text='The workload is fairly high with a fairly high workload.')
131,131,L'Oréal,"4,0","4,0",15 janv. 2024,Employé anonyme,good,good,good,"TextToTextResult(text='Large company, high opportunity for advancement.')","TextToTextResult(text='a lot of people, sometimes it is difficult to know who their n+1 is.')"
132,132,L'Oréal,"4,0","5,0",13 janv. 2024,Engineering Internship,good,good,good,TextToTextResult(text='It was a very good experience.'),TextToTextResult(text='Long and demanding recruitment process.')
133,133,L'Oréal,"4,0","5,0",11 janv. 2024,Key Account Manager,good,neutral,good,TextToTextResult(text='It has a good work-life balance. It is an inclusive company.'),"TextToTextResult(text='While meritocracy is lacking, growth occurs more through contacts.')"
134,134,L'Oréal,"4,0","2,0",8 nov. 2023,Ingénieur recherche et développement,,,,"TextToTextResult(text='- rather good salary for r&d - very high incentive/participation bonus - good working conditions (premises, canteen, etc.) - good social benefits (competitive mutual insurance, parental')","TextToTextResult(text='Lack of organization and overall prioritization of r&i. many projects are developed without any real goal, without any real need. - very political environment, which adds inertia to that inherent in large groups.')"
135,135,L'Oréal,"4,0","5,0",10 janv. 2024,technicien chimiste,good,good,good,"TextToTextResult(text='Good salary, good profit-sharing and participation bonuses.')",TextToTextResult(text='No advancement is possible at the bac+3 level.')
136,136,L'Oréal,"4,0","4,0",4 janv. 2024,Chargé de merchandising,good,neutral,bad,TextToTextResult(text='Cheaper products modern local participation and interest.'),TextToTextResult(text='The oppressive management company too HR too.')
137,137,L'Oréal,"4,0","4,0",2 janv. 2024,Demand Planner,,,,TextToTextResult(text='Respected professional/personal life possibility of evolving within the company.'),TextToTextResult(text='Very (too) large company that lacks flexibility and efficiency in processes.')
138,138,L'Oréal,"4,0","3,0",4 janv. 2024,Stagiaire,,,,TextToTextResult(text='Pleasant premises and lots of on-site services.'),"TextToTextResult(text='Basic offices, small rooms.')"
139,139,L'Oréal,"4,0","5,0",2 janv. 2024,Technicien,good,,good,TextToTextResult(text='Top bonus and other similar advantages.'),"TextToTextResult(text=""I haven't seen any drawbacks yet."")"
140,140,Google,"4,4","5,0",14 janv. 2024,Software Engineer,good,neutral,neutral,"TextToTextResult(text=""It's pretty nice and I like it. It's good."")","TextToTextResult(text=""Sometimes it's bad, but mostly it's good."")"
141,141,Google,"4,4","4,0",5 janv. 2024,Développeur,,,,TextToTextResult(text='Salary 36% above the national average.'),TextToTextResult(text='Too busy managing too distant.')
142,142,Google,"4,4","1,0",25 déc. 2023,Partner Manager,bad,neutral,bad,"TextToTextResult(text='Benefits and perks of google brand name, benefits and perks.')","TextToTextResult(text='Politics, toxic in-region team leadership, inexistent hirayama leadership, no accountability being friends with bosses to cover your assassination, no accountability being friends with bosses to cover your assassi')"
143,143,Google,"4,4","4,0",22 déc. 2023,Dev Ops Engineer,,,,"TextToTextResult(text='Good salary, very good atmosphere, and a good salary.')",TextToTextResult(text='Work schedule and professional life balance are not available.')
144,144,Google,"4,4","5,0",28 nov. 2023,Senior Program Manager,good,bad,good,"TextToTextResult(text='Smart people, nice hq, top-notch perks, lively office, and good internal mobility.')","TextToTextResult(text='Lack of connection with mtv hq, increasing bureaucracy and processes.')"
145,145,Google,"4,4","4,0",27 nov. 2023,Industry Manager,good,good,good,"TextToTextResult(text='Excellent offices, excellent canteen, gym, teleworking...')",TextToTextResult(text='Strong commercial pressure and lots of strategic changes.')
146,146,Google,"4,4","5,0",19 nov. 2023,HR-officer,,,,TextToTextResult(text='Good benefits within this company.'),"TextToTextResult(text='In my opinion, there is no downside for this company in my opinion.')"
147,147,Google,"4,4","5,0",5 nov. 2023,Employé anonyme,good,good,good,TextToTextResult(text='Super mutual and working atmosphere.'),TextToTextResult(text='Low salary and shame on low wages.')
148,148,Google,"4,4","5,0",28 oct. 2023,Community Manager,good,good,good,"TextToTextResult(text='The setting, the self, the colleagues, the setting, the setting, the setting, the setting, the self, the setting, the setting, the setting, the setting, the setting, the setting, the setting, the setting, the')",TextToTextResult(text='The parking lot is not big enough.')
149,149,Google,"4,4","3,0",31 oct. 2023,Manager,,,,TextToTextResult(text='Another mutual car pay manager is a mutual car pay manager.'),TextToTextResult(text='Work discrimination other position location.')
150,150,Carrefour,"3,7","5,0",3 janv. 2024,Contrôleur De Gestion,,,,"TextToTextResult(text='Great learning experience, very enriching.')",TextToTextResult(text='The workplace is a somewhat old one.')
151,151,Carrefour,"3,7","3,0",7 janv. 2024,Hôtesse De Caisse,,,,"TextToTextResult(text='The understanding and cohesion was really one of the most positive points and finally our contract was for a versatile position we could be at the checkout, at the self-checkout, on the drive-thru shelves or at the')","TextToTextResult(text=""The disadvantages are that the customers didn't respect us very much, many of them we were only young people who didn't know how to do anything with their ten fingers, which was really demeaning, and the opportunities for development"")"
152,152,Carrefour,"3,7","3,0",16 nov. 2023,Rssi,good,good,bad,TextToTextResult(text='Great company that pays well and whose infrastructure and technical challenges are very interesting.'),"TextToTextResult(text='The company is moving forward thanks to many volunteer geniuses, a shame because it would have been possible to make savings a long time ago on many subjects and gain performance!')"
153,153,Carrefour,"3,7","4,0",15 janv. 2024,Hôtesse De Caisse,good,,good,"TextToTextResult(text='13th month, good atmosphere, easy to understand.')","TextToTextResult(text='Sometimes unpleasant customers, shaky organization.')"
154,154,Carrefour,"3,7","4,0",20 déc. 2023,Alternant,good,good,good,"TextToTextResult(text='The Carrefour headquarters is located in Massy, which is an epicenter of France for those who use the train to travel. the premises are great with a great canteen and a gym. the employees are quite pampered')","TextToTextResult(text='We find ourselves in the same rooms as other teams who have nothing to do with our work. the result is open spaces without noise, without life, without synergy.')"
155,155,Carrefour,"3,7","4,0",12 janv. 2024,employé libre service,good,,good,TextToTextResult(text='13th month team spirit complicity simple frankness.'),TextToTextResult(text='Schedules are a little poorly done.')
156,156,Carrefour,"3,7","3,0",12 janv. 2024,Employé De Rayon,,,,TextToTextResult(text='Restaurant vouchers and gift vouchers.'),TextToTextResult(text='Customer service is often messy and undisciplined.')
157,157,Carrefour,"3,7","5,0",11 janv. 2024,chef de projet travaux,good,good,good,"TextToTextResult(text='Flexibility, development opportunities, remuneration, interesting projects.')","TextToTextResult(text='The company has a significant transformation plan, fairly frequent organizational changes, strong historical corporate culture, and a significant transformation plan.')"
158,158,Carrefour,"3,7","4,0",11 janv. 2024,Employé anonyme,,,,TextToTextResult(text='Warm and friendly team in good working conditions.'),TextToTextResult(text='There is no notable drawback to note.')
159,159,Carrefour,"3,7","2,0",9 janv. 2024,Caissier/Agent de mise en rayon,,,,TextToTextResult(text='It is easy to get hired and a fairly diverse team is a fairly diverse team.'),"TextToTextResult(text='Poor salary, unpleasant management and difficulty growing.')"
160,160,Orange,"4,0","5,0",15 janv. 2024,Consultant,good,good,good,"TextToTextResult(text='Work, personal and professional life, teleworking, bonus.')",TextToTextResult(text='The difficult increase and change of grade is a difficult increase and change of grade.')
161,161,Orange,"4,0","3,0",15 janv. 2024,"Assistant Administratif, Assistante Administrative",good,neutral,neutral,TextToTextResult(text='The advantages - this - workload.'),"TextToTextResult(text='No advancement possible, chain of fixed-term contracts - being another temporary employee for the hierarchy. permanent employees wait until retirement and do the minimum, hence the employment of permanent employees.')"
162,162,Orange,"4,0","5,0",1 janv. 2024,Conseiller commercial,good,bad,bad,"TextToTextResult(text='I have been working for Orange for more than 12 years, I have experienced times more glorious than others, strategic and financial changes, restructurings and I have enjoyed working for this brand every day. looking for another professional adventure, I have good memories')","TextToTextResult(text='Sometimes a liner does not move forward alone, but certain slow decisions or economies tend to demotivate teams. sometimes under staffing, poor stock management or other inconveniences...')"
163,163,Orange,"4,0","3,0",11 sept. 2023,Pilote VQSE,good,good,bad,"TextToTextResult(text=""It is a company which is trying to rejuvenate itself and change its image as a civil servant boomer (through early retirement plans for example), and who will eventually get there, but it's not yet winning."")","TextToTextResult(text='Overall a good company to settle in before buying a house and having children for example, or if you have a little ambition and really want to progress, move on or just do it a short passage to have a nice')"
164,164,Orange,"4,0","4,0",15 janv. 2024,Ingénieur Stagiaire,good,good,good,TextToTextResult(text='This is advantageous for trainees.'),"TextToTextResult(text='I appreciate the autonomy, it depends on the people.')"
165,165,Orange,"4,0","5,0",11 janv. 2024,Employé anonyme,good,good,good,TextToTextResult(text='Teleworking is possible many significant projects are superce + mobility bonuses are possible every 3 years (national and international).'),TextToTextResult(text='Sometimes a long decision process can lead to a long decision process.')
166,166,Orange,"4,0","4,0",14 janv. 2024,Chargé D'affaire,,,,"TextToTextResult(text='Pleasant, interesting and stimulating work.')",TextToTextResult(text='There is not any problem.')
167,167,Orange,"4,0","5,0",15 déc. 2023,Chargé de sponsoring,good,good,good,TextToTextResult(text='We find all types of professions there (support functions to technical jobs). international opening possible with internal changes. very dynamic company with an important sector of activity. opportunity to know a lot of people and expand your network.'),"TextToTextResult(text='Many head offices (at least 3 minimum in Île de France) very intense competition for important positions (senior positions) the DOs (orange directorates) spread across French territory are more ""excluded"" from')"
168,168,Orange,"4,0","5,0",19 déc. 2023,manager de projet,good,neutral,good,"TextToTextResult(text='The work is interesting and captivating, the teams work in a great atmosphere. this / restaurant ticket / interesting and participation / bonus twice a year as long as you have an executive status (more than one in 2 employees is')",TextToTextResult(text='Pay attention to the workload which increases from year to year due to the failure to replace retiring colleagues and increasingly harsh competition and regulations.')
169,169,Orange,"4,0","5,0",11 janv. 2024,Chef De Projet Digital,good,neutral,neutral,TextToTextResult(text='Bonus + incentives + company savings account.'),TextToTextResult(text='Too many meetings increase the workload.')
170,170,HSBC,"3,8","5,0",21 févr. 2023,Corporate Coverage Analyst Intern,,,,"TextToTextResult(text='Good course, really great team.')",TextToTextResult(text='Not much negative.')
171,171,HSBC,"3,8","5,0",2 janv. 2024,Conseiller Professionnel,,,,TextToTextResult(text='I had a great experience at HSBC.'),TextToTextResult(text='The tools were not optimal.')
172,172,HSBC,"3,8","2,0",15 janv. 2024,chargé de conformité,bad,neutral,bad,"TextToTextResult(text='Restaurant tickets, pee, etc. are very little.')","TextToTextResult(text='Almost non-existent salary increase, cumbersome process, little possible advancement...')"
173,173,HSBC,"3,8","4,0",12 janv. 2024,Attaché commercial,good,neutral,neutral,"TextToTextResult(text='Small team, good working atmosphere.')",TextToTextResult(text='There are no drawbacks to note for the moment.')
174,174,HSBC,"3,8","2,0",19 oct. 2023,Project Manager,bad,neutral,neutral,TextToTextResult(text='The change of global head every 5 years creates a mess of objectives with its batch of projects. flexibility on teleworking.'),"TextToTextResult(text='The cost reduction objectives are the first to be achieved thanks to budget reductions, but we must then try to complete the others which are nevertheless important with fewer resources than necessary. little recruitment, service providers are thanked as soon as the budget')"
175,175,HSBC,"3,8","3,0",3 sept. 2023,Senior Business Analyst,good,neutral,neutral,TextToTextResult(text='rtt leave: package 210 days worked training (new): access to an “infinity” of content via online platforms financed by the company flexiwork: very great flexibility given to employees (up to 3 days'),"TextToTextResult(text='The employee is used too much to run processes via unfriendly, heavy, slow tools, burdening individual activity and generating frustration. too little share left to initiative/creativity allowing personal development social activities (ce): union minimum')"
176,176,HSBC,"3,8","4,0",20 déc. 2023,Employé anonyme,good,neutral,good,TextToTextResult(text='Good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere good working atmosphere low pressure working atmosphere'),TextToTextResult(text='No comments to report.')
177,177,HSBC,"3,8","4,0",15 déc. 2023,Finance Intern,,,,TextToTextResult(text='The enriching and international and developed environment is an enriching and international and developed environment.'),TextToTextResult(text='The work pace is a bit busy.')
178,178,HSBC,"3,8","4,0",8 déc. 2023,Audit Intern,,,,TextToTextResult(text='The international environment valued external mobility.'),TextToTextResult(text='There are not really any pleasant drawbacks.')
179,179,HSBC,"3,8","4,0",3 déc. 2023,Conseiller Professionnel expert,good,,neutral,"TextToTextResult(text='High-end, international clientele.')",TextToTextResult(text='Offer not developed enough for professionals.')
180,180,Apple,"4,1","5,0",2 nov. 2023,Spécialiste,good,good,bad,TextToTextResult(text='Healthy environment young and open team friendly atmosphere ethical environment healthy environment young and open team friendly atmosphere ethical environment ethical environment ethical environment ethical environment ethical environment ethical environment ethical team friendly atmosphere ethical environment ethical environment ethical environment ethical environment ethical environment ethical environment ethical environment ethical'),TextToTextResult(text='Repeated work requires little decision-making.')
181,181,Apple,"4,1","4,0",11 janv. 2024,Specialist,,,,TextToTextResult(text='Tolerance -good atmosphere -good team spirit.'),TextToTextResult(text='-lack of communication -little flexibility.')
182,182,Apple,"4,1","4,0",9 janv. 2024,Sales,,,,"TextToTextResult(text='Top team, very good atmosphere, and a very good team.')",TextToTextResult(text='Overwork of work for a few staff.')
183,183,Apple,"4,1","3,0",1 janv. 2024,Technical Specialist,bad,neutral,neutral,TextToTextResult(text='- salary - restaurant vouchers - discounts on products - services offered.'),"TextToTextResult(text=""- disrespectful management team - a tendency to force the company's values without really knowing them - few opportunities for development."")"
184,184,Apple,"4,1","4,0",27 déc. 2023,Vendeur,good,good,good,"TextToTextResult(text='An enriching, valued employee is an enriching, valued employee.')","TextToTextResult(text='Average salary, difficult to progress as a salesperson.')"
185,185,Apple,"4,1","4,0",14 déc. 2023,Product Manager,,,,"TextToTextResult(text='Good information, quality of information.')","TextToTextResult(text='Technical problems, website not performing well.')"
186,186,Apple,"4,1","2,0",28 nov. 2023,Specilalist,good,neutral,bad,TextToTextResult(text='Quite a few bonuses during the year.'),TextToTextResult(text='Being on your feet all day and having a base salary is not interesting.')
187,187,Apple,"4,1","3,0",21 nov. 2023,Retail Store Manager,good,bad,good,TextToTextResult(text='- possibility of advancement regardless of your qualifications - decent salaries with very good benefits - a very good atmosphere - open-mindedness - possibility of advancement regardless of your qualifications - decent salaries with very good benefits -'),TextToTextResult(text='Timetable and pace - timetable and pace.')
188,188,Apple,"4,1","4,0",28 nov. 2023,Technical Specialist,good,good,bad,TextToTextResult(text='Premium interesting values highlighted possible development.'),TextToTextResult(text='There is a lot of maintenance to change positions. salary increase impossible.')
189,189,Apple,"4,1","4,0",6 nov. 2023,Specialist,,,,TextToTextResult(text='Very good part-time student job.'),TextToTextResult(text='We can neither sit down nor take a nice break.')
190,190,Capgemini Engineering,"3,6","5,0",3 janv. 2024,Recrutement,,,,TextToTextResult(text='Very happy with the benefits!'),"TextToTextResult(text='No 4 day week, no 4 day week.')"
191,191,Capgemini Engineering,"3,6","4,0",15 janv. 2024,Industrial Engineer,good,good,good,"TextToTextResult(text='Large company, lots of training, international and stimulating work environment which makes you want to surpass yourself, interest in the missions entrusted to you, works council, attentive manager.')","TextToTextResult(text='If you do not have a personal car and you have to make business trips in the Ile de France for a client, this means you have to rent a car in Paris, with traffic jams that can last a long')"
192,192,Capgemini Engineering,"3,6","3,0",15 janv. 2024,Ingénieur avionique,,,,"TextToTextResult(text='The professional environment is excellent, offering a positive and collaborative atmosphere. the work is particularly stimulating and captivating, and the team dynamic is very satisfying.')","TextToTextResult(text='A pleasant working environment, but challenges of recognition and salary development.')"
193,193,Capgemini Engineering,"3,6","5,0",9 janv. 2024,Account Manager,good,good,good,"TextToTextResult(text='We learn a lot and we deal with excellent professionals, clients who take us seriously.')",TextToTextResult(text='You have to succeed in integrating into it and understand how it works.')
194,194,Capgemini Engineering,"3,6","2,0",4 janv. 2024,Ingénieur,bad,,neutral,TextToTextResult(text='Navigo is 100% refunded. Navigo is 100% refunded.'),TextToTextResult(text='Low salary and few increases (only to catch up with the salaries of people who recently left school + nothing for inflation). hypocritical atmosphere few benefits.')
195,195,Capgemini Engineering,"3,6","2,0",3 janv. 2024,Ingénieur De Développement,bad,bad,neutral,"TextToTextResult(text=""I don't really see any."")",TextToTextResult(text='The missions do not correspond to the skills of the consultants - travel time is too long (1h30 each day) - no training. - lack of consideration.')
196,196,Capgemini Engineering,"3,6","4,0",5 janv. 2024,Ingénieur,,,,"TextToTextResult(text='Autonomous, teleworking, technical, interesting project.')",TextToTextResult(text='The salary increase is too low each year and there is low interest and participation.')
197,197,Capgemini Engineering,"3,6","2,0",5 janv. 2024,Ingénieur recherche et développement,bad,neutral,bad,TextToTextResult(text='No real advantages within cap.'),"TextToTextResult(text='No major drawbacks, capgemini is like any ESN.')"
198,198,Capgemini Engineering,"3,6","5,0",30 nov. 2023,Sales Manager,,,,"TextToTextResult(text='I loved my 4 years, and the people I met. some people are brilliant, others are toxic (gossip, criticism etc.) as in all companies. you just have to sort it out and get the best out of')",TextToTextResult(text='The box becomes so big that the inertia and the processes became unbearable for me.')
199,199,Capgemini Engineering,"3,6","3,0",4 janv. 2024,Ingénieur D' études,bad,neutral,neutral,TextToTextResult(text='Good skills development good training.'),TextToTextResult(text='No progress on salary increases - no progress on salary increases - no progress on salary increases - no progress on salary increases - no progress on salary increases - no progress on salary increases - no progress on salary increases -')
200,200,Sopra Steria,"3,8","5,0",22 déc. 2023,Chomeur,good,good,good,"TextToTextResult(text='Good atmosphere, good missions, good working conditions.')","TextToTextResult(text='As the slingshot increases, management without real power increases.')"
201,201,Sopra Steria,"3,8","1,0",5 janv. 2024,Business Analyst,bad,neutral,neutral,TextToTextResult(text='-restaurant vouchers. -Work schedules. -Work schedules. -Work schedules. -Work schedules. -Work schedules. -Work schedules. -Work schedules. '),"TextToTextResult(text='-management: completely inhuman, political and calculating. -no coherent integration policy in the project, I was left to languish for two days and had to come forward to get a job. -a scandal')"
202,202,Sopra Steria,"3,8","2,0",14 janv. 2024,Ingénieur,bad,bad,bad,"TextToTextResult(text='The works council, the mutual health insurance are a plus.')",TextToTextResult(text='We put the old ones in the closet.')
203,203,Sopra Steria,"3,8","1,0",15 janv. 2024,Consultante,bad,,bad,"TextToTextResult(text='Yes, the pleasant premises (but overcrowded).')",TextToTextResult(text='Many recruiters told me I was making a mistake joining ss and I regret not listening.')
204,204,Sopra Steria,"3,8","5,0",15 janv. 2024,Apprenti développeur Full-stack,good,neutral,good,TextToTextResult(text='Super pleasant team easy integration very interesting project context.'),"TextToTextResult(text='esn - operation a little different from a more ""traditional"" box.')"
205,205,Sopra Steria,"3,8","2,0",11 janv. 2024,Manager,bad,neutral,neutral,TextToTextResult(text='Access to major projects for prestigious clients.'),"TextToTextResult(text='Sell and make missions profitable, sometimes to the detriment of the lasting interest of the client.')"
206,206,Sopra Steria,"3,8","4,0",4 janv. 2024,Product Owner,good,,,"TextToTextResult(text='Lots of training possible, off-mission activities possible (and recommended if you want to be increased), progression plan and managerial follow-up.')","TextToTextResult(text='You have to do more than expected to get a raise, overall low salary.')"
207,207,Sopra Steria,"3,8","4,0",3 janv. 2024,Business Analyst,,,,TextToTextResult(text='This gives the chance to the junior good atmosphere good opportunity of doing training best choice in large esn thermal bath.'),"TextToTextResult(text='Your increases do not necessarily depend on your professional qualities, but rather on whether you are appreciated within the agency or not.')"
208,208,Sopra Steria,"3,8","4,0",14 janv. 2024,chargé de recrutement junior,,,,"TextToTextResult(text='Team atmosphere, team, tools, location, mentoring.')","TextToTextResult(text='Pressure, workload, flexibility.')"
209,209,Sopra Steria,"3,8","2,0",22 nov. 2023,Consultant,,,,"TextToTextResult(text='Mutual insurance, restaurant tickets, beautiful premises, and mutual insurance.')","TextToTextResult(text='Overall, a rather mediocre company which strives for excellence at all costs but which behind it offers low salaries, recruits a lot of juniors to the detriment of more experienced profiles, offers rather light onboarding since')"
210,210,Sanofi,"4,0","5,0",13 janv. 2024,Digital Lead,good,good,good,"TextToTextResult(text='The company transforms you with an emphasis on digital. employees are supported and encouraged to train. the projects are clearly focused on the future. great efforts from management, towards well-being and the interests of the missions.')","TextToTextResult(text='You have to keep up with the pace and, above all, sometimes collaborate with people who have not understood that the culture has changed.')"
211,211,Sanofi,"4,0","5,0",12 janv. 2024,Chargé De Communication,good,good,good,"TextToTextResult(text='My career at sanofi has been particularly enriching. I had the opportunity to develop various skills by collaborating with different teams on various projects, internal and external events, as well as on communication campaigns linked to the launch of new')",TextToTextResult(text='The time between each project was extremely tight.')
212,212,Sanofi,"4,0","4,0",15 janv. 2024,Employé anonyme,,,,"TextToTextResult(text='Beautiful campus, challenging work, team spirit.')",TextToTextResult(text='There are a few possibilities for development on the site.')
213,213,Sanofi,"4,0","4,0",27 déc. 2023,technicien de répartition,good,,good,TextToTextResult(text='The financial packaging is perfect between 13th month participation interest and the number of cprtt att and ce benefits. This company is of very good quality.'),"TextToTextResult(text='Development is determined at the head of the client, and not by skills.')"
214,214,Sanofi,"4,0","3,0",14 janv. 2024,Opérateur,,,,"TextToTextResult(text='This is a canteen, this with benefits.')",TextToTextResult(text='No permanent contracts.')
